Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price
-1.3326772505352724,4.0,-1.2039446231442357,1.6223617884986274,1.0,8.0,-1.6401753861204529,2.0,8.0,545.3750244498777
-1.3326772505352724,4.0,-1.2039446231442357,-1.2289160782584694,1.0,8.0,-1.6401753861204529,2.0,8.0,365.949902200489
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,4.0,234.07701711491444
-1.3326772505352724,4.0,0.2683922136421658,1.6223617884986274,1.0,1.0,1.725942944506339,0.0,8.0,1032.9716992665035
-1.3326772505352724,4.0,-1.2039446231442357,1.6223617884986274,1.0,8.0,0.042883779192942964,2.0,8.0,734.2283618581907
-1.577527568844277,3.0,0.4086147695265845,-1.419001269375609,0.0,5.0,1.0527192783809804,0.0,5.0,162.83618581907092
-1.3326772505352724,4.0,0.2683922136421658,1.6223617884986274,1.0,1.0,0.042883779192942964,2.0,3.0,871.1613814180929
-1.3326772505352724,4.0,-1.2039446231442357,-1.2289160782584694,1.0,8.0,0.042883779192942964,2.0,8.0,471.69572127139367
-1.087826932226268,4.0,-0.713165677548769,-0.08840493155563058,1.0,1.0,1.725942944506339,3.0,5.0,608.6002444987774
-1.577527568844277,4.0,-0.713165677548769,0.8620210240300683,1.0,8.0,0.042883779192942964,2.0,5.0,313.4596577017115
0.13642465931875467,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,1.0527192783809804,2.0,4.0,160.35293398533005
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,1.0527192783809804,2.0,4.0,140.4421393643032
-1.3326772505352724,4.0,0.2683922136421658,1.6223617884986274,1.0,1.0,0.042883779192942964,0.0,8.0,993.2885207823961
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,0.042883779192942964,0.0,5.0,203.09743276283618
-1.3326772505352724,4.0,-2.115391236392961,1.6223617884986274,1.0,8.0,0.042883779192942964,2.0,8.0,513.9110024449878
-1.3326772505352724,4.0,-1.2039446231442357,1.6223617884986274,1.0,8.0,0.042883779192942964,2.0,8.0,618.1872249388753
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,0.0,5.0,303.28239608801954
-1.3326772505352724,4.0,0.2683922136421658,1.6223617884986274,1.0,1.0,1.725942944506339,0.0,8.0,1163.4645476772616
0.8709756142457682,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-0.6303398869324154,3.0,4.0,203.13814180929097
-0.5981262956082589,4.0,-1.2039446231442357,1.052106215147208,1.0,8.0,-1.6401753861204529,2.0,5.0,398.5415647921761
-1.087826932226268,2.0,-2.3958363481618,-1.419001269375609,1.0,3.0,0.7161074453183014,2.0,5.0,78.12066014669928
0.8709756142457682,1.0,0.4086147695265845,0.8620210240300683,1.0,8.0,-1.6401753861204529,3.0,5.0,406.6833740831296
0.13642465931875467,3.0,0.4086147695265845,-1.419001269375609,0.0,5.0,1.0527192783809804,0.0,4.0,105.02933985330074
-0.5981262956082589,0.0,-1.2039446231442357,0.10168025956150921,1.0,8.0,0.042883779192942964,2.0,5.0,333.4070904645477
0.13642465931875467,4.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,268.2726161369193
-0.5981262956082589,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,-0.6303398869324154,2.0,5.0,170.42435207823962
-1.3326772505352724,4.0,-1.2039446231442357,-1.2289160782584694,1.0,8.0,-1.6401753861204529,2.0,3.0,447.39242053789735
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,0.0,5.0,325.67237163814184
-0.5981262956082589,4.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,528.4034229828851
0.13642465931875467,3.0,1.6005064945441487,-0.08840493155563058,1.0,8.0,-0.6303398869324154,3.0,5.0,364.7530562347188
-0.8429766139172634,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,2.062554777569018,2.0,5.0,99.73309290953546
-1.087826932226268,3.0,-0.713165677548769,-1.419001269375609,0.0,3.0,0.7161074453183014,0.0,5.0,81.01100244498777
0.13642465931875467,3.0,1.6005064945441487,-0.08840493155563058,0.0,5.0,1.0527192783809804,0.0,5.0,178.7127139364303
-0.5981262956082589,4.0,-1.2039446231442357,3.143043317435746,1.0,1.0,1.725942944506339,2.0,5.0,760.8520782396089
-1.3326772505352724,4.0,-1.2039446231442357,-1.2289160782584694,1.0,8.0,0.042883779192942964,2.0,3.0,406.27628361858194
0.8709756142457682,3.0,-0.713165677548769,-1.419001269375609,1.0,5.0,2.062554777569018,2.0,5.0,101.36552567237163
-1.577527568844277,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,-0.6303398869324154,2.0,2.0,149.40220048899755
-0.5981262956082589,3.0,1.6005064945441487,0.8620210240300683,1.0,8.0,-1.6401753861204529,0.0,5.0,398.5415647921761
0.13642465931875467,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,-0.6303398869324154,2.0,5.0,198.9410391198044
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,3.0,5.0,357.8325183374084
-1.087826932226268,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,-0.6303398869324154,2.0,2.0,158.35819070904645
-0.5981262956082589,1.0,0.4086147695265845,0.8620210240300683,1.0,1.0,0.042883779192942964,3.0,5.0,610.2286063569683
-1.087826932226268,3.0,0.4086147695265845,-1.419001269375609,1.0,8.0,-0.6303398869324154,3.0,2.0,212.90424205378974
-1.577527568844277,3.0,0.4086147695265845,0.8620210240300683,1.0,5.0,0.042883779192942964,2.0,5.0,277.6356968215159
-0.5981262956082589,0.0,1.6005064945441487,0.10168025956150921,1.0,0.0,-0.6303398869324154,3.0,5.0,406.6833740831296
-1.3326772505352724,4.0,-1.2039446231442357,1.6223617884986274,1.0,8.0,0.042883779192942964,2.0,8.0,577.661369193154
0.8709756142457682,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,-1.6401753861204529,2.0,4.0,150.2163814180929
-1.087826932226268,1.0,1.6005064945441487,-0.08840493155563058,0.0,8.0,0.042883779192942964,0.0,5.0,528.8105134474328
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,0.042883779192942964,0.0,5.0,260.13080684596576
-1.087826932226268,3.0,1.6005064945441487,-1.419001269375609,1.0,5.0,-0.6303398869324154,3.0,5.0,189.7041564792176
0.8709756142457682,0.0,-3.447505517294944,1.8124469796157672,1.0,5.0,2.062554777569018,2.0,0.0,129.86185819070906
-1.577527568844277,3.0,0.4086147695265845,0.8620210240300683,1.0,8.0,0.042883779192942964,3.0,5.0,342.36308068459664
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,0.0,5.0,0.042883779192942964,0.0,5.0,162.22147921760393
0.13642465931875467,3.0,-1.2039446231442357,-0.08840493155563058,1.0,8.0,1.725942944506339,2.0,5.0,449.020782396088
-1.577527568844277,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,-0.6303398869324154,2.0,5.0,156.3227383863081
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,0.0,5.0,312.5640586797066
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,-1.6401753861204529,2.0,5.0,178.7127139364303
-1.087826932226268,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,0.042883779192942964,2.0,5.0,238.63235941320298
1.1158259325547728,1.0,1.6005064945441487,-0.08840493155563058,1.0,1.0,0.042883779192942964,3.0,5.0,996.9645476772616
-1.087826932226268,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,0.042883779192942964,2.0,2.0,168.94254278728607
-0.5981262956082589,3.0,1.6005064945441487,-0.08840493155563058,1.0,1.0,0.042883779192942964,0.0,5.0,528.8105134474328
-0.5981262956082589,4.0,-0.713165677548769,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,357.8325183374084
0.8709756142457682,3.0,-0.713165677548769,0.8620210240300683,1.0,8.0,0.042883779192942964,2.0,4.0,243.8471882640587
-1.087826932226268,3.0,-0.713165677548769,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,383.07212713936434
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,280.8924205378973
-1.087826932226268,4.0,0.4086147695265845,-0.08840493155563058,1.0,1.0,1.725942944506339,3.0,5.0,807.2603911980441
0.13642465931875467,3.0,0.4086147695265845,-1.419001269375609,1.0,5.0,1.0527192783809804,0.0,5.0,178.58651589242055
0.13642465931875467,3.0,-0.713165677548769,-1.419001269375609,1.0,5.0,0.7161074453183014,2.0,5.0,93.2237163814181
0.8709756142457682,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,-0.6303398869324154,2.0,5.0,223.49266503667482
-1.087826932226268,1.0,1.6005064945441487,-0.08840493155563058,1.0,0.0,-0.6303398869324154,3.0,2.0,386.32885085574577
1.6055265691727818,4.0,-1.0637220672598169,2.5727877440843265,1.0,5.0,-1.6401753861204529,2.0,6.0,443.32151589242056
-0.5981262956082589,4.0,-1.2039446231442357,0.8620210240300683,1.0,8.0,0.042883779192942964,0.0,5.0,388.7713936430318
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,0.0,5.0,354.16870415647924
1.1158259325547728,1.0,1.6005064945441487,-0.08840493155563058,1.0,8.0,-1.6401753861204529,3.0,5.0,445.7640586797066
-1.577527568844277,3.0,-0.713165677548769,-1.419001269375609,1.0,8.0,-0.6303398869324154,2.0,5.0,158.35819070904645
-1.087826932226268,1.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-0.6303398869324154,3.0,5.0,386.32885085574577
0.8709756142457682,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.3794956122556222,2.0,4.0,211.27995110024452
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-1.6401753861204529,2.0,5.0,348.0623471882641
-1.577527568844277,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,-0.6303398869324154,3.0,5.0,215.75794621026895
0.13642465931875467,3.0,1.6005064945441487,-0.08840493155563058,1.0,8.0,-1.6401753861204529,3.0,5.0,397.72738386308066
-0.5981262956082589,4.0,0.4086147695265845,0.8620210240300683,1.0,8.0,0.042883779192942964,2.0,5.0,446.2362836185819
-1.3326772505352724,4.0,-2.115391236392961,1.6223617884986274,1.0,8.0,1.725942944506339,2.0,8.0,614.7066014669928
0.13642465931875467,3.0,-0.713165677548769,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,350.0977995110025
0.8709756142457682,3.0,0.4086147695265845,-0.08840493155563058,0.0,5.0,-1.6401753861204529,0.0,5.0,162.42909535452324
-1.577527568844277,3.0,0.4086147695265845,-1.419001269375609,0.0,5.0,-0.6303398869324154,0.0,5.0,160.80073349633253
-0.5981262956082589,1.0,0.4086147695265845,0.8620210240300683,1.0,1.0,-1.6401753861204529,3.0,5.0,549.1650366748166
0.13642465931875467,4.0,0.4086147695265845,0.8620210240300683,1.0,8.0,0.042883779192942964,3.0,5.0,284.55623471882643
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,243.8431173594132
-1.087826932226268,1.0,0.4086147695265845,0.8620210240300683,1.0,1.0,-1.6401753861204529,3.0,5.0,589.8740831295844
-0.5981262956082589,4.0,-1.2039446231442357,0.8620210240300683,1.0,8.0,0.042883779192942964,2.0,5.0,671.2921760391198
-1.087826932226268,1.0,0.4086147695265845,-0.08840493155563058,0.0,8.0,-0.6303398869324154,0.0,5.0,284.55623471882643
-1.577527568844277,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-0.6303398869324154,3.0,5.0,280.48533007334964
0.13642465931875467,3.0,-1.2039446231442357,-0.08840493155563058,1.0,1.0,1.725942944506339,2.0,5.0,487.28728606356975
-0.5981262956082589,1.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,3.0,5.0,486.47310513447434
-1.087826932226268,4.0,-0.713165677548769,-0.08840493155563058,1.0,8.0,0.042883779192942964,2.0,5.0,427.0378973105135
-1.577527568844277,0.0,-1.2039446231442357,1.052106215147208,1.0,8.0,0.042883779192942964,2.0,5.0,344.80562347188265
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-0.6303398869324154,0.0,2.0,244.2135696821516
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,0.042883779192942964,0.0,2.0,197.43887530562347
-1.087826932226268,3.0,0.4086147695265845,-0.08840493155563058,1.0,7.0,0.042883779192942964,3.0,5.0,234.8911980440098
0.13642465931875467,1.0,0.4086147695265845,0.8620210240300683,1.0,0.0,-1.6401753861204529,3.0,5.0,508.45599022004893
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,0.042883779192942964,0.0,5.0,292.69804400977995
0.13642465931875467,3.0,0.4086147695265845,-0.08840493155563058,0.0,5.0,1.0527192783809804,0.0,5.0,142.0745721271394
-0.5981262956082589,3.0,0.4086147695265845,-0.08840493155563058,1.0,8.0,-0.6303398869324154,0.0,2.0,263.38753056234725
0.13642465931875467,4.0,-1.2039446231442357,0.8620210240300683,1.0,8.0,0.042883779192942964,3.0,5.0,455.53422982885087
1.6055265691727818,4.0,-1.0637220672598169,2.5727877440843265,1.0,8.0,0.042883779192942964,2.0,6.0,545.5012224938876
0.13642465931875467,3.0,-0.713165677548769,0.8620210240300683,1.0,7.0,0.042883779192942964,3.0,5.0,268.2726161369193
0.8709756142457682,3.0,0.4086147695265845,-0.08840493155563058,1.0,5.0,-0.6303398869324154,2.0,5.0,168.9018337408313
-1.087826932226268,4.0,-0.713165677548769,0.8620210240300683,1.0,8.0,0.042883779192942964,3.0,5.0,485.658924205379
1.1158259325547728,1.0,0.4086147695265845,-0.08840493155563058,1.0,1.0,0.042883779192942964,3.0,5.0,528.8105134474328
0.8709756142457682,3.0,-0.713165677548769,0.8620210240300683,1.0,8.0,0.042883779192942964,2.0,5.0,602.4938875305623
-1.087826932226268,4.0,0.4086147695265845,-0.08840493155563058,1.0,1.0,0.042883779192942964,3.0,5.0,513.7481662591687
-0.5981262956082589,4.0,-1.2039446231442357,2.382702552967187,1.0,8.0,0.042883779192942964,2.0,5.0,561.3777506112469
0.8709756142457682,0.0,-1.2039446231442357,1.052106215147208,1.0,8.0,0.042883779192942964,2.0,5.0,569.5195599022005
